"SEL/**/ECT * F/**/ROM Production.Product;", 0
"SELE/**/CT * FRO/**/M Production.Product;", 0
"SELEC/**/T * FRO/**/M Production.Product;", 0
"%73elect %2a f%72o%6d p%72oduction%2e%70ro%64uct;", 0
"%73%65%6c%65c%74 %2a %66%72%6f%6d p%72od%75%63ti%6fn.pro%64u%63%74;", 0
"%73%65%6c%65c%74 %2a %66%72%6f%6d p%72%6f%64%75%63%74%69%6f%6e%2e%70%72oduc%74%3b;", 0
"%73%65%6c%65%63%74 %2a f%72%6f%6d pr%6fd%75%63%74i%6f%6e%2e%70ro%64%75ct;", 0
"%se%%lec%t * f%%r%%om Production.Product;", 0
"s%el%%ec%%t * f%ro%m Production.Product;", 0
"%%s%e%%l%e%%ct * %%f%%ro%%m Production.Product;", 0
"seleselectct * frofromm Production.Product;", 0
"sselectelect * frfromom Production.Product;", 0
"SELEC/**/T * F/**/ROM Person.Passwo/**/rd WH/**/ERE 'Id' = 1 O/**/R 'a' = 'a';", 1
"S/**/ELECT * FR/**/OM Person.Passwo/**/rd W/**/HERE 'Id' = 1 O/**/R 'a' = 'a';", 1
"s%65%6ce%63%74 %2a %66%72%6f%6d p%65%72son%2epas%73w%6fr%64 w%68%65%72%65 %27%69%64%27 %3d %31 %6fr %27a%27 %3d %27a%27;", 1
"s%65lec%74 %2a %66%72%6f%6d %70%65%72s%6f%6e%2e%70%6%31%73%73%77%6f%72d wh%65%72e '%69d%27 %3d %31 o%72 %27a' %3d %27a';", 1
"%s%%e%%l%ec%%t * %f%%rom Person.Passw%%o%rd w%%h%e%r%%e 'Id' = 1 %%o%r 'a' = 'a';", 1
"sele%ct * f%r%om Person.Password wh%%e%%re 'Id' = 1 or 'a' = 'a';", 1
"sselectelect * frofromm Person.Passwoorrd whewherere 'Id' = 1 oorr 'a' = 'a';", 1
"SEL/**/ECT * FR/**/OM HumanResources.Employee WH/**/ERE JobTitle = 'Sales Representative';", 0
"S/**/ELECT * F/**/ROM HumanResources.Employee W/**/HERE JobTitle = 'Sales Representative';", 0
"se%6cec%74 %2a %66%72%6f%6d h%75%6d%61%6eresource%73.%65m%70%6c%6fy%65e %77%68%65%72%65 jo%62title %3d %27s%61l%65%73 repr%65s%65ntat%69%76e';", 0
"s%65lect %2a f%72%6fm h%75%6d%61%6e%72%65%73%6f%75%72%63%65s%2eem%70%6c%6fy%65e %77her%65 job%74it%6ce %3d %27%73%61%6c%65%73 %72%65p%72%65%73%65%6et%61ti%76%65%27%3b;", 0
"%%s%e%%l%e%c%%t * %%f%%ro%m HumanResources.Employee %%w%%h%er%%e JobTitle = 'Sales Representative';", 0
"selec%%t * %f%%rom HumanResources.Employee %where JobTitle = 'Sales Representative';", 0
"seleselectct * ffromrom HumanResources.Employee wherwheree JobTitle = 'Sales Representative';", 0
"SEL/**/ECT * F/**/ROM HumanResources.Employee WH/**/ERE JobTitle = 'Sales Representative' OR 1 = 1;", 1
"S/**/ELECT * F/**/ROM HumanResources.Employee W/**/HERE JobTitle = 'Sales Representative' OR 1 = 1;", 1
"selecselectt * frofromm iinnFoorrMATION_SCHEMA.tatablebleS;--", 1
"SELEC/**/T * F/**/ROM I/**/NFO/**/RMATION_SCHEMA.TA/**/BLES;", 1
"SE/**/LECT * FR/**/OM I/**/NFO/**/RMATION_SCHEMA.TA/**/BLES;", 1
"%73%65%6c%65%63%74 %2a %66rom %69%6e%66%6f%72%6d%61%74%69%6f%6e%5f%73%63%68%65%6d%61%2e%74a%62%6c%65%73%3b", 1
"s%65lec%74 %2a f%72%6f%6d i%6e%66%6f%72%6d%61%74%69%6f%6e_s%63%68%65%6da%2et%61%62le%73%3b", 1
"%73%65%6c%65%63%74 %2a %66r%6f%6d %69%6ef%6f%72%6d%61%74%69%6f%6e%5fs%63%68%65%6d%61%2e%74%61%62%6c%65%73;", 1
"%%sele%c%t * %f%ro%m %%i%%nF%%o%rMATION_SCHEMA.t%ab%l%%eS;", 1
"%se%l%e%c%%t * %%f%%r%o%m i%nF%o%rMATION_SCHEMA.%t%%a%%b%%leS;", 1
"S/**/ELECT PersonType FR/**/OM Person.Person WHE/**/RE FirstName = '' UNION SEL/**/ECT @@VERSION;", 1
"S/**/ELECT PersonType FRO/**/M Person.Person WHE/**/RE FirstName = '' UNION SE/**/LECT @@VERSION;", 1
"s%65%6cect %70%65%72%73%6fn%74%79p%65 %66%72o%6d person.pers%6fn w%68e%72e %66ir%73%74n%61%6de %3d %27%27 u%6eion s%65%6cect %40@v%65rsion;", 1
"s%65%6c%65%63%74 p%65r%73o%6etype %66%72%6f%6d pe%72so%6e.pe%72%73o%6e %77%68%65%72%65 %66%69%72%73%74%6ea%6d%65 %3d %27%27 un%69%6fn s%65%6c%65%63%74 %40%40%76e%72%73%69%6f%6e%3b", 1
"%73%65%6c%65%63%74 %70%65%72sont%79pe fr%6fm p%65%72s%6f%6e%2e%70%65r%73o%6e %77%68ere f%69%72s%74na%6d%65 %3d '%27 %75nio%6e %73%65%6c%65%63%74 @%40%76%65r%73i%6f%6e%3b", 1
"sel%%e%%c%%t PersonType f%%ro%%m Person.Person %%w%he%r%e FirstName = '' UNION sel%%e%%c%%t @@VERSION;", 1
"%%sele%%ct PersonType %%f%r%%o%%m Person.Person %%w%h%%er%e FirstName = '' UNION %%sele%%ct @@VERSION;", 1
"selselectect PersonType ffromrom Person.Person whewherere FirstName = '' UNION selselectect @@VERSION;", 1
"SELE/**/CT TOP 10 CustomerID, SUM(TotalDue) AS TotalPurchases FR/**/OM Sales.SalesO/**/rde/**/rHeader GROUP B/**/Y CustomerID O/**/R/**/DER B/**/Y TotalPurchases DE/**/SC;", 0
"SEL/**/ECT TOP 10 CustomerID, SUM(TotalDue) AS TotalPurchases FRO/**/M Sales.SalesO/**/rd/**/erHeader GROUP B/**/Y CustomerID O/**/R/**/DER B/**/Y TotalPurchases DES/**/C;", 0
"se%6cect to%70 %31%30 c%75%73%74%6f%6d%65%72%69%64, s%75%6d%28%74o%74a%6cd%75%65%29 %61%73 totalpurch%61%73es %66%72%6f%6d %73%61%6ce%73%2e%73%61%6c%65%73%6f%72%64%65%72%68%65a%64%65%72 %67%72%6f%75%70 %62%79 c%75%73%74o%6d%65%72%69%64 %6f%72%64%65%72 %62%79 totalpurch%61%73es %64%65sc;", 0
"%73%65%6c%65%63%74 t%6fp %31%30 cu%73t%6fmerid, sum(t%6f%74aldue) a%73 totalpurcha%73es %66%72om sa%6c%65%73.sale%73o%72%64erhea%64%65%72 %67%72o%75%70 %62%79 cu%73%74o%6der%69%64 o%72%64er %62%79 totalpurcha%73es %64e%73c%3b", 0
"%s%%e%l%%e%ct TOP 10 CustomerID, SUM(TotalDue) AS TotalPurchases %f%%r%o%%m Sales.Saleso%%rderHeader GROUP %b%%y CustomerID o%%rder %b%%y TotalPurchases d%%e%%s%c;", 0
"%s%el%%e%ct TOP 10 CustomerID, SUM(TotalDue) AS TotalPurchases %%f%r%o%%m Sales.Salesor%d%%e%rHeader GROUP %b%y CustomerID or%d%%e%r %b%y TotalPurchases %des%%c;", 0
"sselectelect TOP 10 CustomerID, SUM(TotalDue) AS TotalPurchases ffromrom Sales.SalesooorrderrderHeader GROUP bbyy CustomerID ooorrderrder bbyy TotalPurchases dedescsc;", 0
"SE/**/LECT CustomerID, COUNT(*) AS O/**/rd/**/erCount FR/**/OM Sales.SalesO/**/rd/**/erHeader GROUP B/**/Y CustomerID O/**/RDE/**/R B/**/Y O/**/rde/**/rCount DES/**/C;", 0
"SELEC/**/T CustomerID, COUNT(*) AS O/**/rde/**/rCount FRO/**/M Sales.SalesO/**/rderHeader GROUP B/**/Y CustomerID O/**/RDE/**/R B/**/Y O/**/rderCount DES/**/C;", 0
"%73%65lec%74 %63ustomer%69%64%2c %63o%75%6e%74%28%2a%29 %61%73 o%72de%72c%6funt f%72om sales.sale%73orde%72head%65r %67roup b%79 %63%75%73%74%6f%6d%65%72%69%64 o%72de%72 b%79 o%72de%72c%6funt de%73c%3b", 0
"se%6ce%63%74 %63%75%73%74%6f%6d%65%72%69%64%2c %63ount%28*%29 %61%73 orde%72count %66%72%6f%6d %73%61l%65%73.%73%61%6c%65%73ord%65%72%68%65%61%64%65r %67%72oup %62%79 c%75st%6f%6d%65%72%69%64 %6f%72d%65r %62%79 orde%72count d%65%73c%3b", 0
"se%6ce%63t cus%74%6fm%65r%69%64%2c %63%6f%75nt%28*%29 a%73 %6f%72%64%65r%63%6fu%6e%74 %66%72%6fm %73%61%6c%65%73%2esa%6ce%73o%72%64%65r%68%65a%64e%72 %67roup %62y %63%75%73%74%6f%6d%65r%69%64 o%72d%65r %62y %6f%72%64%65r%63%6fu%6e%74 des%63%3b", 0
"%se%%l%%e%c%%t CustomerID, COUNT(*) AS %o%%r%d%%e%rCount fr%o%%m Sales.Sales%o%%r%d%%e%rHeader GROUP %b%y CustomerID %o%%r%d%%e%r %b%y %o%%r%d%%e%rCount %d%%e%s%%c;", 0
"%se%l%ect CustomerID, COUNT(*) AS %o%rd%%e%%rCount %f%%r%o%m Sales.Sales%o%rd%%e%%rHeader GROUP b%y CustomerID %o%rd%%e%%r b%y %o%rd%%e%%rCount %de%%sc;", 0
"seleselectct CustomerID, COUNT(*) AS ooorrderrderCount ffromrom Sales.SalesooorrderrderHeader GROUP bbyy CustomerID ooorrderrder bbyy ooorrderrderCount ddescesc;", 0
"SE/**/LECT ProductID, AVG(O/**/r/**/derQty) AS AvgO/**/rde/**/rQuantity FRO/**/M Sales.SalesO/**/rde/**/rDetail GROUP B/**/Y ProductID O/**/RDER B/**/Y AvgO/**/rde/**/rQuantity DES/**/C;", 0
"SELEC/**/T ProductID, AVG(O/**/rde/**/rQty) AS AvgO/**/rderQuantity FRO/**/M Sales.SalesO/**/rderDetail GROUP B/**/Y ProductID O/**/R/**/DER B/**/Y AvgO/**/r/**/derQuantity DE/**/SC;", 0
"sel%65%63%74 %70ro%64%75%63%74%69%64%2c %61%76g(%6frde%72qty) %61s %61vgord%65r%71uan%74it%79 %66%72%6fm s%61les%2esal%65so%72der%64et%61%69%6c grou%70 %62%79 %70%72%6f%64%75%63%74i%64 %6frde%72 %62%79 %61vgord%65r%71uan%74it%79 de%73c;", 0
"s%65%6c%65%63%74 p%72%6fduc%74i%64, a%76g%28%6fr%64er%71%74%79%29 %61%73 %61%76g%6f%72%64%65%72q%75an%74ity %66%72%6f%6d s%61le%73%2e%73al%65%73%6f%72%64%65%72%64%65%74a%69%6c g%72ou%70 %62%79 pr%6fd%75c%74id %6f%72%64%65%72 %62%79 %61%76g%6f%72%64%65%72q%75an%74ity %64%65sc;", 0
"se%6ce%63%74 produc%74id, avg(ord%65rqty) %61%73 %61%76%67%6f%72%64%65r%71ua%6e%74i%74%79 %66%72%6fm sale%73.saleso%72derdetail %67%72%6f%75%70 %62%79 %70r%6f%64u%63t%69d o%72der %62%79 %61%76%67%6f%72%64%65r%71ua%6e%74i%74%79 %64e%73%63%3b", 0
"s%%el%%ec%t ProductID, AVG(%%o%r%%d%erQty) AS Avg%%o%r%%d%erQuantity %%f%ro%m Sales.Sales%%o%r%%d%erDetail GROUP %by ProductID %%o%r%%d%er %by Avg%%o%r%%d%erQuantity %%d%esc;", 0
"%sel%%e%%c%%t ProductID, AVG(%or%%d%erQty) AS Avg%or%%d%erQuantity f%%ro%m Sales.Sales%or%%d%erDetail GROUP %%b%y ProductID %or%%d%er %%b%y Avg%or%%d%erQuantity %de%sc;", 0
"seselectlect ProductID, AVG(oorrdoorrdererQty) AS AvgoorrdoorrdererQuantity frfromom Sales.SalesoorrdoorrdererDetail GROUP bbyy ProductID oorrdoorrderer bbyy AvgoorrdoorrdererQuantity dedescsc;", 0
"SELE/**/CT pc.Name AS Catego/**/ryName, SUM(soh.TotalDue) AS TotalSales F/**/ROM Sales.SalesO/**/rd/**/erHeader soh JOI/**/N Sales.SalesO/**/rde/**/rDetail sod ON soh.SalesO/**/rde/**/rID = sod.SalesO/**/rderID JOI/**/N Production.Product p ON sod.ProductID = p.ProductID JOI/**/N Production.ProductSubcatego/**/ry ps ON p.ProductSubcatego/**/ryID = ps.ProductSubcatego/**/ryID JOI/**/N Production.ProductCatego/**/ry pc ON ps.ProductCatego/**/ryID = pc.ProductCatego/**/ryID WHER/**/E YEAR(soh.O/**/r/**/derDate) = 2022 GROUP B/**/Y pc.Name O/**/RDE/**/R B/**/Y TotalSales D/**/ESC;", 0
"SEL/**/ECT pc.Name AS Catego/**/ryName, SUM(soh.TotalDue) AS TotalSales F/**/ROM Sales.SalesO/**/rderHeader soh JOI/**/N Sales.SalesO/**/rd/**/erDetail sod ON soh.SalesO/**/rderID = sod.SalesO/**/rd/**/erID JOI/**/N Production.Product p ON sod.ProductID = p.ProductID JOI/**/N Production.ProductSubcatego/**/ry ps ON p.ProductSubcatego/**/ryID = ps.ProductSubcatego/**/ryID JOI/**/N Production.ProductCatego/**/ry pc ON ps.ProductCatego/**/ryID = pc.ProductCatego/**/ryID W/**/HERE YEAR(soh.O/**/rd/**/erDate) = 2022 GROUP B/**/Y pc.Name O/**/RDER B/**/Y TotalSales DE/**/SC;", 0
"%73%65%6c%65%63%74 %70%63%2e%6e%61%6d%65 %61%73 %63at%65go%72%79%6e%61%6d%65, %73um(%73o%68%2e%74%6f%74%61ld%75%65%29 %61%73 t%6fta%6cs%61l%65s fr%6fm %73%61le%73%2e%73a%6ce%73%6f%72%64%65%72%68%65%61%64e%72 s%6f%68 %6a%6f%69%6e %73a%6c%65%73.s%61%6c%65sord%65rde%74%61%69l %73%6fd %6f%6e s%6f%68.saleso%72d%65rid %3d %73%6fd.saleso%72d%65rid %6a%6f%69%6e %70roducti%6f%6e.%70roduct %70 %6f%6e %73%6fd.%70roductid %3d %70.%70roductid %6a%6f%69%6e %70roducti%6f%6e.%70roductsubcategory %70s %6f%6e %70.%70roductsubcategoryid %3d %70s.%70roductsubcategoryid %6a%6f%69%6e %70roducti%6f%6e.%70roductcategory %70c %6f%6e %70s.%70roductcategoryid %3d %70c.%70roductcategoryid %77%68e%72e year(s%6f%68.o%72d%65rdate) %3d 2%3022 grou%70 %62%79 %70%63%2e%6e%61%6d%65 o%72d%65r %62%79 t%6fta%6cs%61l%65s %64%65%73%63%3b", 0
"%73%65%6ce%63%74 %70%63%2e%6e%61m%65 a%73 cat%65goryn%61%6de, %73%75%6d%28%73%6f%68%2e%74%6ft%61%6c%64%75%65%29 a%73 t%6f%74alsales %66r%6f%6d %73a%6c%65s%2esa%6c%65s%6f%72d%65r%68e%61%64%65%72 %73%6fh %6ao%69%6e %73%61%6ce%73.s%61les%6f%72%64e%72%64etai%6c s%6fd %6f%6e %73%6fh.sales%6f%72%64e%72id %3d s%6fd.sales%6f%72%64e%72id %6ao%69%6e %70roducti%6f%6e.%70roduct %70 %6f%6e s%6fd.%70roductid %3d %70.%70roductid %6ao%69%6e %70roducti%6f%6e.%70roductsubcategory %70s %6f%6e %70.%70roductsubcategoryid %3d %70s.%70roductsubcategoryid %6ao%69%6e %70roducti%6f%6e.%70roductcategory %70c %6f%6e %70s.%70roductcategoryid %3d %70c.%70roductcategoryid wh%65re year(%73%6fh.%6f%72%64e%72date) %3d %32%30%32%32 grou%70 %62%79 %70%63%2e%6e%61m%65 %6f%72%64e%72 %62%79 t%6f%74alsales %64es%63;", 0
"%73%65%6ce%63%74 %70c%2ename %61s %63a%74%65%67o%72%79%6e%61%6d%65%2c %73%75%6d%28s%6f%68%2e%74%6f%74%61%6c%64%75%65) %61s %74%6f%74%61%6c%73%61%6c%65%73 f%72o%6d s%61l%65%73%2esal%65so%72derheader %73%6f%68 %6a%6fin %73%61%6c%65%73.s%61%6c%65%73o%72de%72%64%65ta%69l s%6f%64 %6f%6e %73%6f%68.sales%6f%72%64%65%72id %3d s%6f%64.sales%6f%72%64%65%72id %6a%6fin %70roducti%6f%6e.%70roduct %70 %6f%6e s%6f%64.%70roductid %3d %70.%70roductid %6a%6fin %70roducti%6f%6e.%70roductsubcategory %70s %6f%6e %70.%70roductsubcategoryid %3d %70s.%70roductsubcategoryid %6a%6fin %70roducti%6f%6e.%70roductcategory %70c %6f%6e %70s.%70roductcategoryid %3d %70c.%70roductcategoryid %77h%65re year(%73%6f%68.%6f%72%64%65%72date) %3d 2%30%322 grou%70 %62%79 %70c%2ename %6f%72%64%65%72 %62%79 %74%6f%74%61%6c%73%61%6c%65%73 %64es%63;", 0
"s%%e%%l%e%%ct pc.Name AS Catego%%ryName, SUM(soh.TotalDue) AS TotalSales %%f%%r%%o%%m Sales.Sales%%o%%rd%%erHeader soh JO%i%n Sales.Sales%%o%%rd%%erDetail sod ON soh.Sales%%o%%rd%%erID = sod.Sales%%o%%rd%%erID JO%i%n Production.Product p ON sod.ProductID = p.ProductID JO%i%n Production.ProductSubcatego%%ry ps ON p.ProductSubcatego%%ryID = ps.ProductSubcatego%%ryID JO%i%n Production.ProductCatego%%ry pc ON ps.ProductCatego%%ryID = pc.ProductCatego%%ryID wher%%e YEAR(soh.%%o%%rd%%erDate) = 2022 GROUP %b%y pc.Name %%o%%rd%%er %b%y TotalSales %d%%es%%c;", 0
"se%l%%ect pc.Name AS Catego%%ryName, SUM(soh.TotalDue) AS TotalSales fro%%m Sales.Saleso%%rd%erHeader soh JO%%in Sales.Saleso%%rd%erDetail sod ON soh.Saleso%%rd%erID = sod.Saleso%%rd%erID JO%%in Production.Product p ON sod.ProductID = p.ProductID JO%%in Production.ProductSubcatego%%ry ps ON p.ProductSubcatego%%ryID = ps.ProductSubcatego%%ryID JO%%in Production.ProductCatego%%ry pc ON ps.ProductCatego%%ryID = pc.ProductCatego%%ryID w%h%%e%%r%e YEAR(soh.o%%rd%erDate) = 2022 GROUP by pc.Name o%%rd%er by TotalSales d%e%s%c;", 0
"seselectlect pc.Name AS CategoorryName, SUM(soh.TotalDue) AS TotalSales frofromm Sales.SalesoorrdeoorrderrHeader soh JOiinn Sales.SalesoorrdeoorrderrDetail sod ON soh.SalesoorrdeoorrderrID = sod.SalesoorrdeoorrderrID JOiinn Production.Product p ON sod.ProductID = p.ProductID JOiinn Production.ProductSubcategoorry ps ON p.ProductSubcategoorryID = ps.ProductSubcategoorryID JOiinn Production.ProductCategoorry pc ON ps.ProductCategoorryID = pc.ProductCategoorryID whewherere YEAR(soh.oorrdeoorrderrDate) = 2022 GROUP bbyy pc.Name oorrdeoorrderr bbyy TotalSales ddescesc;", 0
